ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalogue","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (mm)","Width (mm)","Height (mm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: _primary_term_product_cat","Meta: icrtouchplu","Meta: woosb_ids","Meta: woosb_disable_auto_price","Meta: woosb_discount","Meta: woosb_shipping_fee","Meta: woosb_optional_products","Meta: woosb_manage_stock","Meta: woosb_limit_each_min","Meta: woosb_limit_each_max","Meta: woosb_limit_whole_min","Meta: woosb_limit_whole_max","Meta: _wpas_done_all","Meta: sharing_disabled","Meta: _wc_local_pickup_plus_local_pickup_product_availability","Meta: woosb_discount_amount","Meta: woosb_limit_each_min_default","Meta: wpfoof-exclude-product","Meta: wpfoof-google","Meta: wpfoof-adsensecustom","Meta: cmplz_hide_cookiebanner","Meta: _last_editor_used_jetpack","Meta: _genesis_description","Meta: _sbi_oembed_done_checking","Meta: _wc_facebook_sync_enabled","Meta: fb_visibility","Meta: fb_product_description","Meta: _wc_facebook_product_image_source","Meta: _wc_facebook_commerce_enabled","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: woosb_total_limits","Meta: woosb_total_limits_min","Meta: woosb_total_limits_max","Meta: woosb_layout","Meta: images","Meta: _images","Meta: _genesis_noindex","Meta: _genesis_nofollow","Meta: _genesis_noarchive","Meta: exclude_local_search","Meta: exclude_from_archive","Meta: woosb_exclude_unpurchasable","Meta: _genesis_title","Meta: _wp_old_date","Meta: _tsf_title_no_blogname","Meta: woosb_show_classic_box_only","Meta: hide_gform_wrapper","Meta: woosb_limit_whole_ignore"
2589,woosb,,"Large Sourdough Donuts (Box of 12)",1,0,visible,,"<h4>Selection of handcrafted Gourmet Sourdough Donuts.</h4>
\nPlease note, there are 12 donuts in each box. Quantity 1 = 1 Box of 12.",,,taxable,,1,,,0,0,,,,,0,,,35.60,"Corporate Orders > Non-Branded Donuts, Personal Orders","Birthday gift dublin, Communion gift, Donuts Dublin, Happy birthday box, Personalised gift, Sourdough donuts, special occasion gift",,"https://www.therollingdonut.ie/wp-content/uploads/2021/06/IMG_2587-scaled-e1622545719709.jpg, https://www.therollingdonut.ie/wp-content/uploads/2021/06/IMG_2551-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2021/06/Communion.png",,,,,,,,,0,18,,"2525/1,2513/1,9685/1,27028/1,27098/1,2497/1,5361/0,2553/1,2533/1,13933/1,2493/1,13938/0,21942/0,2509/1,2501/1,2841/0,2517/0,9689/0,2625/0,2578/0,2904/0,2586/0,5027/0,2574/0,2570/0,2566/0,2557/0,2561/0",on,0,whole,on,off,,,12,12,1,1,inherit,,off,0,0,0,,classic-editor,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
23680,woosb,,"Dad Bod 1",0,0,visible,,"<h4>The perfect gift for your Dad, Grandad, Husband, Brother or that special someone!
\nCelebrating Father's day in the sweetest way :)</h4>
\n
\nMix &amp; Match our flavours.
\n<div><strong>The Coffee Break Combo box contains one each of the following:</strong></div>
\n<ul>
\n 	<li>6 Themed Handcrafted Sourdough Donuts</li>
\n 	<li>A full bag of ground coffee beans</li>
\n</ul>
\n<strong>Each deal comes with a 250g bag of our freshly ground coffee blend. </strong>
\n
\n<strong>Suitable for Cafetiere / French Press.</strong>",,,taxable,,1,,,1,0,,,,,0,,,24,"Special Occasions",,,"https://www.therollingdonut.ie/wp-content/uploads/2021/06/IMG_2759-scaled-e1622822350261.jpg, https://www.therollingdonut.ie/wp-content/uploads/2021/06/IMG_2775-scaled.jpg",,,,,,,,,0,33,,"2513/1,2525/1,2509/1,2501/1,13938/1,2625/1",on,0,whole,off,off,,,6,6,1,,inherit,,off,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23812,woosb,,"Dad Bod",0,0,visible,,"<h4>The perfect gift for your Dad, Grandad, Husband, Brother or that special someone!
\nCelebrating Father's day in the sweetest way :)</h4>
\n
\nMix &amp; Match our flavours.
\n<div><strong>The Coffee Break Combo box contains one each of the following:</strong></div>
\n<ul>
\n 	<li>6 Themed Handcrafted Sourdough Donuts</li>
\n 	<li>A full bag of ground coffee beans</li>
\n</ul>
\n<strong>Each deal comes with a 250g bag of our freshly ground coffee blend. </strong>
\n
\n<strong>Suitable for Cafetiere / French Press.</strong>",,,taxable,,1,,,1,0,,,,,0,,,24,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,"https://www.therollingdonut.ie/wp-content/uploads/2021/06/IMG_2759-scaled-e1622822350261.jpg, https://www.therollingdonut.ie/wp-content/uploads/2021/06/IMG_2775-scaled.jpg",,,,,,,,,0,18,,"2525/1,2513/1,13938/1,2509/1,2501/1,2625/1",on,0,whole,off,off,,,12,12,1,1,inherit,,off,0,0,0,,classic-editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27241,woosb,,"Christmas Coffee Break Combo",0,0,hidden,,"<h4>Our classic handcrafted sourdough donuts!</h4>
\n<div><strong>The Coffee Break Combo box contains one each of the following:</strong></div>
\n<ul>
\n 	<li>6 Handcrafted Sourdough Donuts</li>
\n 	<li>A full bag of ground coffee beans</li>
\n</ul>
\n<strong>Each deal comes with a 250g bag of our freshly ground coffee blend. </strong>
\n
\n<strong>Suitable for Cafetiere / French Press.</strong>",,,taxable,,1,,,1,0,,,,,0,,,22,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,https://www.therollingdonut.ie/wp-content/uploads/2021/12/Coffee-scaled-e1638361275967.jpg,,,,,,,,,0,18,,"2513/1,9685/1,2533/1,2501/1,27250/2",on,0,whole,off,off,,,6,6,1,1,inherit,,off,0,0,0,,classic-editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29048,woosb,,"Mother's Day Box",1,0,visible,,"<div><strong>The Mother's Day Combo box contains each of the following:</strong></div>
\n<ul>
\n 	<li>4 Handcrafted Sourdough Donuts</li>
\n 	<li>4 Exclusive Handmade cake Truffles</li>
\n 	<li>2 Handmade Loveheart donuts</li>
\n</ul>
\nAllergens: Nuts, Dairy, Gluten, Soy, Eggs",,,taxable,,1,,,1,0,,,,,0,,,25,"Corporate Orders > Non-Branded Donuts, Personal Orders","Dublin Donuts, Gift for her, Gift for mom, Handmade Gift Dublin, Heart Donuts, Irish gifts moms love, Mother's day gift, Mothers day 2022",,"https://www.therollingdonut.ie/wp-content/uploads/2022/03/IMG_5232-scaled-e1708705441584.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/03/IMG_5234-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/03/IMG_5229-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/03/IMG_5226-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/40.png",,,,,,,,,0,18,,,on,0,whole,off,off,,,6,6,1,1,inherit,,off,0,0,0,,classic-editor,"The sweetest way to share love! A selection of our handcrafted sourdough donuts complete with indulgent handmade truffles and Ruby chocolate loveheart donuts.",,yes,yes,,product,no,,,,,off,,,unset,,,,,,,,,"Mother's day box | Mother's Day Gift",,,,1,
29536,woosb,,"Dad box",0,0,hidden,,"The 'Dad Box' is Very Berry's new Father's Day themed gift box! The perfect gift for your Dad, Grandad, Husband, Brother or that special someone!
\nCelebrating Father's day in the sweetest way :)
\n<p data-sanitized-data-mce-fragment=""1"">Allergens: Nuts, Dairy, Gluten, Soy</p>
\n&nbsp;",,,taxable,,0,,,0,0,,,,,0,,,38,"Corporate Orders, Individual Products, Corporate Orders > Non-Branded Donuts, Personal Orders","cheap gift idea, Chocolate covered strawberries, Chocolate strawberries dublin, Dad box, Fathers day gift, Valentines Day Gift",,"https://www.therollingdonut.ie/wp-content/uploads/2022/04/WhatsApp-Image-2022-06-07-at-12.01.33-PM-e1654611713238.jpeg, https://www.therollingdonut.ie/wp-content/uploads/2022/04/WhatsApp-Image-2022-06-03-at-3.48.54-PM.jpeg",,,,,,,,,0,18,,,on,0,whole,off,off,,,4,4,1,1,inherit,,off,0,0,0,,classic-editor,"Celebrating Father's day in the sweetest way with Father's Day themed chocolate covered strawberries",,,,,,,,,,,,,,,,,,,,,,,"Dad box | Chocolate strawberries",,,,,
30316,woosb,,"Father's Day Coffee break combo",0,0,hidden,,"<h4>Selection of Handcrafted Gourmet Sourdough Donuts with a twist. Perfect Fathers Day treat!</h4>
\n<div><strong>This Fathers Day set contains 6 sourdough donuts</strong></div>
\n<div>
\n
\n<strong>Each deal comes with a 250g bag of our freshly ground coffee blend. </strong>
\n
\n<strong>Suitable for Cafetiere / French Press.</strong>
\n
\n</div>
\nPlease note, there are 6 donuts in each box. Quantity 1 = 1 Box of 6 + a bag of coffee beans.",,,taxable,,1,,,1,0,,,,,0,,,25,"Corporate Orders > Non-Branded Donuts, Personal Orders","Chocolate treats, Dublin Donuts, Fathers day gift, gift for dad, gift idea dublin, personalised donuts, Sourdough donuts",,"https://www.therollingdonut.ie/wp-content/uploads/2022/06/WhatsApp-Image-2022-06-07-at-12.30.47-PM-e1654601558138.jpeg, https://www.therollingdonut.ie/wp-content/uploads/2022/06/WhatsApp-Image-2022-06-03-at-3.47.16-PM-1.jpeg",,,,,,,,,0,18,,"13938/1,2497/1,2509/1,2513/1,2525/1,2501/1",on,0,whole,off,off,,,6,6,1,1,inherit,,on,0,0,0,,classic-editor,"Treat your father this Fathers Day! Box of 6 of our bestsellers complete with a full bag of ground coffee beans",,,,,,,,,,,,,,,,,,,,,,,,,,,,1
31413,woosb,,"Branded T-Shirt",1,0,hidden,,,,,taxable,,1,,,1,0,,,,,0,,,20,"Individual Products",,,https://www.therollingdonut.ie/wp-content/uploads/2022/09/WhatsApp-Image-2022-09-07-at-5.33.12-PM-1.jpeg,,,,,,,,,0,28,,"2501/1,2513/1,13933/1,9685/1,2533/1,2553/1,2497/1,13938/1,29158/2,29153/2",on,0,whole,off,off,,,12,12,1,1,inherit,,on,0,0,0,,classic-editor,"Perfect treat this Easter! Box of 12 of our bestsellers complete with Limited Edition Easter themed donuts",,,,,,,,,,,,,,,,,,,,,,,,,,,,
32104,woosb,,"Toy Show Special DIY",0,0,visible,,"<h4>Our DIY Toy Show Box is the perfect treat for the most exciting night of the year!</h4>
\nKick off Christmas with....
\n<div><strong>Each Box Includes:</strong></div>
\n<ul>
\n 	<li>6 x Midi Donuts</li>
\n 	<li>Instructions</li>
\n 	<li>Coloured Icing x2 (Green &amp; White)</li>
\n 	<li>Nutella Pack x1</li>
\n 	<li>Selection of toppings</li>
\n</ul>
\nShare your creations with us! @therollingdonut_  #therolloingdonut",,,taxable,,1,,,0,0,,,,,0,,,24,"Corporate Orders, Corporate Orders > Non-Branded Donuts, Personal Orders, Special Occasions","Christmas, DIY Box, The Late Late Toy Show, Toy Show 2022",,"https://www.therollingdonut.ie/wp-content/uploads/2022/11/IMG_8454-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/11/IMG_8438-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/11/IMG_8434-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/11/IMG_8450-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/11/DIY-Donuts-sheet-.jpg, https://www.therollingdonut.ie/wp-content/uploads/2022/11/THISONE.jpeg, https://www.therollingdonut.ie/wp-content/uploads/2022/11/THISONE1.jpeg",,,,,,,,,0,18,,,on,0,whole,off,off,,,4,4,1,1,inherit,,off,0,0,0,,classic-editor,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-13,,,,
33049,woosb,,"Valentines special box of 12 (Copy)",0,0,hidden,"Valentines special box of 12 containing a mix of our popular classics and 3 limited edition strawberry &amp; prosecco heart donuts.
\n
\nAll donuts are Valentines themed... give a box of love.
\n
\n<em>Each box contains:</em>
\n
\nx3 Strawberries &amp; prosecco hearts
\n
\nx1 Cookies &amp; Cream
\n
\nx1 Lotus Biscoff
\n
\nx1 Ferrero Rocher
\n
\nx1 Blueberry Cheesecake
\n
\nx1 Kinder Deluxe
\n
\nx1 White Kinder Bueno
\n
\nx1 S'mores
\n
\nx1 Coffee Lover
\n
\n*This is a set Valentines box no substitutes",16,,,taxable,,1,,,1,0,,,,,0,,,35.00,"Special Occasions",,,"https://www.therollingdonut.ie/wp-content/uploads/2023/02/vdaychoosen.jpeg, https://www.therollingdonut.ie/wp-content/uploads/2023/02/vdaychoosen2.jpeg",,,,,,,,,0,33,,"33004/3,2497/1,2553/1,31408/1,2533/1,13933/1,2513/1,29983/1,2525/1,9685/1",on,0,whole,off,off,,,12,12,1,,inherit,,off,0,0,0,,classic-editor,"Valentines special box of 12 containing a mix of our popular classics and 3 limited edition strawberry & prosecco heart donuts.",,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,
33474,woosb,,"St Patrick’s Day (Box of 12)",0,0,visible,,"<div><strong>The St Patrick’s Day Box of 12 contains one each of the following:</strong></div>
\n<ul>
\n 	<li>Blueberry Cheesecake</li>
\n 	<li>Apple Crumble</li>
\n 	<li><span class=""OYPEnA text-decoration-none text-strikethrough-none"">Pistachio Crème</span></li>
\n 	<li>White Kinder</li>
\n 	<li>Irish Coffee</li>
\n 	<li>Double Chocolate Brownie</li>
\n 	<li>Ferrero Rocher</li>
\n 	<li>S'mores</li>
\n 	<li>Kinder Delux</li>
\n 	<li>Vanilla Ring</li>
\n 	<li>Cookies &amp; Cream</li>
\n 	<li>The Dub (chocolate custard)</li>
\n</ul>
\nPlease note, there are 12 donuts in each box. Quantity 1 = 1 Box of 12.",,,taxable,,1,,,1,0,,,,,0,,,33.6,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,"https://www.therollingdonut.ie/wp-content/uploads/2023/03/IMG_5149.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/03/IMG_5136.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/03/IMG_5157.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/03/IMG_5137.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/03/IMG_5167.jpg",,,,,,,,,0,18,,,on,0,whole,off,off,,,,,1,,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,off,,,unset,,,,,,,,,,,,,,
34010,woosb,,"Pride Box Large (Box of 12)",0,0,hidden,,"<div><strong>The Pride Box Large (Box of 12) contains one each of the following:</strong></div>
\n<ul>
\n 	<li>Strawberry Cheesecake</li>
\n 	<li>Kinder Bueno</li>
\n 	<li>The Caramelised Biscuit</li>
\n 	<li>Coffee Lover</li>
\n 	<li>Red Velvet</li>
\n 	<li>The Dub</li>
\n 	<li>Blueberry Cheesecake</li>
\n 	<li>The S'mores</li>
\n 	<li>Double Chocolate Brownie</li>
\n 	<li>Ferrero Roche</li>
\n 	<li>White Kinder Bueno</li>
\n 	<li>The Milkybar Kid</li>
\n</ul>
\nPlease note, there are 12 donuts in each box. Quantity 1 = 1 Box of 12.",,,taxable,,1,,,1,0,,,,,0,,,33.6,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,"https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0698.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0713.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0686.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0698.jpg",,,,,id:34014,,,,0,18,,"33699/1,2513/1,9685/1,2497/1,2533/1,2509/1,31408/1,4652/1,13933/1,13938/1,2525/1,29983/1",on,0,whole,off,off,,,,,1,,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,
34014,woosb,,"Pride Box Midi (Box of 20)",0,0,hidden,,"<div><strong>The Pride Box Midi (Box of 20) contains one each of the following:</strong></div>
\n<ul>
\n 	<li>2x Strawberry Cheesecake midi</li>
\n 	<li>2x Blueberry Cheesecake midi</li>
\n 	<li>2x Kinder Bueno midi</li>
\n 	<li>2x Milkybar kid midi</li>
\n 	<li>2x FerreroRoche midi</li>
\n 	<li>2x Caramelised Biscuit midi</li>
\n 	<li>2x Cookies &amp; Cream midi</li>
\n 	<li>2x Red Velvet midi</li>
\n 	<li>2x The Dub midi</li>
\n 	<li>2x Old Fashioned Raspberry Jam midi</li>
\n</ul>
\nPlease note, there are 20 donuts in each box. Quantity 1 = 1 Box of 20.",,,taxable,,1,,,1,0,,,,,0,,,50,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,"https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0658.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0629.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0678.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/05/IMG_0658.jpg",,,,,id:34010,,,,0,18,,"33700/2,29984/2,2514/2,13939/2,9686/2,2554/2,2534/2,2502/2,2526/2,2510/2",on,0,whole,off,off,,,,,1,,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,
34390,woosb,,"4th of July Box (Box of 12)",0,0,hidden,,"<div><strong>4th of July Box contains one each of the following:</strong></div>
\n<ul>
\n 	<li style=""list-style-type: none;""></li>
\n 	<li>4 x Vanilla glazed 4th of July-themed donuts</li>
\n 	<li>Kinder Bueno</li>
\n 	<li>The Caramelised Biscuit</li>
\n 	<li>Coffee Lover</li>
\n 	<li>Red Velvet</li>
\n 	<li>Blueberry Cheesecake</li>
\n 	<li>The S'mores</li>
\n 	<li>Ferrero Roche</li>
\n 	<li>Traditional Raspberry Jam</li>
\n</ul>
\nPlease note, there are 12 donuts in each box. Quantity 1 = 1 Box of 12.",,,taxable,,1,,,1,0,,,,,0,,,33.60,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,"https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1670-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1687-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1658-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1670-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1683-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1700-scaled.jpg",,,,,id:34010,,,,0,18,,"2625/4,2513/1,9685/1,2497/1,2533/1,29983/1,31408/1,2525/1,2501/1",on,0,whole,off,off,,,,,1,,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,
35007,woosb,,"Customised Order (Test)",0,0,hidden,,,,,taxable,,1,,,0,0,,,,,0,,,0.01,Uncategorized,,,https://www.therollingdonut.ie/wp-content/uploads/2019/06/display_products-01.png,,,,,,,,,0,15,,,on,0,whole,on,off,,,,,,1,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,off,1,999,unset,,field_5cd941d9efca3,1,1,1,1,1,unset,,,,,,
35270,woosb,,"Birthday Donut box",0,0,hidden,,"<div><strong>4th of July Box contains one each of the following:</strong></div>
\n<ul>
\n 	<li style=""list-style-type: none;""></li>
\n 	<li>4 x Vanilla glazed 4th of July-themed donuts</li>
\n 	<li>Kinder Bueno</li>
\n 	<li>The Caramelised Biscuit</li>
\n 	<li>Coffee Lover</li>
\n 	<li>Red Velvet</li>
\n 	<li>Blueberry Cheesecake</li>
\n 	<li>The S'mores</li>
\n 	<li>Ferrero Roche</li>
\n 	<li>Traditional Raspberry Jam</li>
\n</ul>
\nPlease note, there are 12 donuts in each box. Quantity 1 = 1 Box of 12.",,,taxable,,1,,,1,0,,,,,0,,,33.60,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,"https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1670-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1687-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1658-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1670-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1683-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/06/IMG_1700-scaled.jpg",,,,,id:34010,,,,0,18,,,on,0,whole,off,off,,,,,1,,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,off,,,unset,,,,,,,,,,,,,,
35272,woosb,,"Birthday Donut box (box of 12)",1,0,visible,,"<strong><b>Birthday Donut box</b> (box of 12) contains each of the following:</strong>
\n<ul>
\n 	<li>6x Strawberry &amp; Ice-Cream Birthday cake donut</li>
\n 	<li>Strawberry Cheesecake</li>
\n 	<li>White Kinder Bueno</li>
\n 	<li>The Caramelised Biscuit</li>
\n 	<li>Red Velvet</li>
\n 	<li>The S'mores</li>
\n 	<li>Apple Crumble</li>
\n</ul>
\nAllergens: Wheat, Eggs, Milk, Soybeans
\nPlease note, there are 12 donuts in each box. Quantity 1 = 1 Box of 12.",,,taxable,,1,,,1,0,,,,,0,,,33.60,"Corporate Orders > Non-Branded Donuts, Personal Orders",,,"https://www.therollingdonut.ie/wp-content/uploads/2023/09/IMG_2768-e1695914933493.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/09/IMG_2778.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/09/IMG_2769.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/09/IMG_2768-e1695914933493.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/09/IMG_2756.jpg",,,,,,,,,0,18,,,on,,whole,off,off,,,,,1,,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,off,,,unset,,,,,,,,,,,,,,
35756,woosb,,"Christmas Donut Box (Box of 20 midi)",1,0,visible,,"<div><strong>The Christmas Box of 20 contains a mix of our bestselling sourdough donuts!</strong></div>
\n<h4>Selection of handcrafted Gourmet Sourdough Donuts.</h4>
\n<ul>
\n 	<li class=""li1"">3 Snowman</li>
\n 	<li class=""li1"">3 Reindeer</li>
\n 	<li class=""li1"">2 Christmas wrench</li>
\n 	<li class=""li1"">2 S'mores</li>
\n 	<li class=""li1"">2 Red Velvet</li>
\n 	<li class=""li1"">Apple Crumble</li>
\n 	<li>Traditional Raspberry Jam</li>
\n 	<li class=""li1"">Blueberry Cheesecake</li>
\n 	<li class=""li1"">Strawberry Cheesecake</li>
\n 	<li class=""li1"">White Kinder</li>
\n 	<li class=""li1"">Kinder Deluxe</li>
\n 	<li class=""li1"">Double Chocolate Brownie</li>
\n 	<li class=""li1"">Caramelised Biscuit</li>
\n</ul>
\nPlease note, there are 20 midi donuts in each box. Quantity 1 = 1 Box of 20.",,,taxable,,1,,,1,0,,,,,0,,,50,"Corporate Orders > Non-Branded Donuts, Personal Orders","corporate halloween, Dublin Donuts, halloween dessert, Halloween donuts, halloween party food, halloween themed donuts",,"https://www.therollingdonut.ie/wp-content/uploads/2023/11/IMG_3887-e1700652147444.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/11/IMG_3887-e1700652147444.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/11/IMG_3893.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/11/IMG_3898.jpg",,,,,,,,,0,18,,,on,0,whole,off,off,,,20,20,1,1,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,Size,Midi,1,1,off,,,unset,,,,,,,,,,,,,,
35761,woosb,,"Christmas Donut Box (Box of 12)",1,0,visible,,"<div><strong>The Christmas Box of 12 contains a mix of our bestselling sourdough donuts!</strong></div>
\n<h4>Selection of handcrafted Gourmet Sourdough Donuts.</h4>
\n<ul>
\n 	<li>Christmas Wreath Ring</li>
\n 	<li>Nutella Reindeer</li>
\n 	<li>Snowman</li>
\n 	<li>Strawberry Cheesecake</li>
\n 	<li>Mint Chocolate</li>
\n 	<li>S’mores</li>
\n 	<li>Chocolate Praline</li>
\n 	<li>Red Velvet</li>
\n 	<li>Caramelised Biscuit</li>
\n 	<li>Double Chocolate Brownie</li>
\n 	<li>Blueberry Cheesecake</li>
\n 	<li>White Kinder</li>
\n</ul>
\nPlease note, there are 12 regular donuts in each box. Quantity 1 = 1 Box of 12.",,,taxable,,1,,,1,0,,,,,0,,,33.6,"Corporate Orders > Non-Branded Donuts, Personal Orders","corporate donuts, Donuts Dublin, Halloween donuts, halloween themed treats, Sourdough donuts, spooky donut",,"https://www.therollingdonut.ie/wp-content/uploads/2023/11/IMG_3834-e1700653939191.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/11/IMG_3849.jpg, https://www.therollingdonut.ie/wp-content/uploads/2023/11/IMG_3834-e1700653939191.jpg",,,,,,,,,0,18,,,on,0,whole,off,off,,,12,12,1,1,inherit,,on,0,0,0,,classic-editor,,,yes,yes,,product,no,,,,,off,,,unset,,,,,,,,,,,,,,
36699,woosb,,"St Patrick's day (Box of 20 midi)",0,0,visible,,"<strong>The Classic Box of 20 contains a mix of all our bestselling sourdough donuts!</strong>
\n
\n&nbsp;
\n
\nPlease note, there are 20 donuts in each box. Quantity 1 = 1 Box of 20.
\n
\nThe box is set so we are unable to change flavours",,,taxable,,1,,,1,0,,,,,0,,,50,"Corporate Orders > Non-Branded Donuts, Personal Orders","corporate halloween, Dublin Donuts, halloween dessert, Halloween donuts, halloween party food, halloween themed donuts",,"https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5127-e1708681954452.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5129.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5127-e1708681954452.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5107.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5125.jpg",,,,,,,,,0,18,,,on,0,whole,off,off,,,20,20,1,1,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,Size,Midi,1,1,off,,,unset,,,,,,,,,,,,,,
36738,woosb,,"International Women's Day (Box of 20 midi)",0,0,visible,,"<strong>The International Women's day box of 20 contains a mix of all our bestselling sourdough donuts! Decorated with logos and purple icing.</strong>
\n
\nPlease note, there are 20 donuts in each box. Quantity 1 = 1 Box of 20.
\n
\nThe box is set so we are unable to change flavours",,,taxable,,1,,,1,0,,,,,0,,,50,"Corporate Orders > Non-Branded Donuts, Personal Orders","corporate halloween, Dublin Donuts, halloween dessert, Halloween donuts, halloween party food, halloween themed donuts",,"https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5323-scaled-e1708945081731.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5305-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5300-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5324-scaled.jpg, https://www.therollingdonut.ie/wp-content/uploads/2024/02/IMG_5323-scaled-e1708945081731.jpg",,,,,,,,,0,18,,,on,0,whole,off,off,,,20,20,1,1,inherit,,off,0,0,0,,classic-editor,,,yes,yes,,product,no,Size,Midi,1,1,off,,,unset,,,,,,,,,,,,,,
36746,woosb,,"International Women's Day (Box of 12)",0,0,visible,,"<div><strong>The International Women's day box of 12 contains a mix of all our bestselling sourdough donuts! Decorated with logos and purple icing.</strong></div>
\n<h4>Selection of handcrafted Gourmet Sourdough Donuts.</h4>
\n<ul>
\n 	<li>Pistachio Creme</li>
\n 	<li>Ferrero</li>
\n 	<li>Kinder Deluxe</li>
\n 	<li>Strawberry Cheesecake</li>
